,merge_dir,jdime_git_diff_size,spork_git_diff_size
381,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/MkHooks.java_d7266d5e0f27ad9e710810a7d7a9ad81f32c8a7c,107,23
382,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/RtGists.java_fa468590fd875d0e83dc672a26de43b4fd4e8f2e,140,29
383,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/RtGistsTest.java_21bc3efb0f29c3469ceb2d48f5752074c3920d99,159,25
384,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/RtHooks.java_5f23fd211d2906443e05e96138e19628d10fd08a,127,22
385,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/RtRepo.java_834cf1d6444b04a4fdf95a9ca5a75ef0a01b9898,234,22
386,26cda5a366cc3d44e4fc4265b18c085d7cf6de2e/User.java_2d94a4b0723c028b2d17c012906cdd4502a63bfe,216,52
387,39185f4b0bbe9392eee496eb397eede9129aa9ee/MkContents.java_77c3b5a2ead8bbd2ce043fd248c84fdb2f6434f3,354,30
388,4939c94ceff95039c9b64648d4f58a912d4ab5d8/Issue.java_29b46bd686b82948c02ec5461d95e9170196a26a,579,56
389,507f0ea97d7083b09d267e47ba4429e4cc1b125a/RtStatusesTest.java_26c839569f6fe1bf80163aec5e15258771ebdf7f,134,68
390,512102da91b5cf1c346cd89c07219e0f88a5d743/RtReleaseAsset.java_450cbb24bd3253b9aadeeb046e797636636059b9,140,41
391,6f5eaa399350be04440cf5cc0ba26abd0d83f261/MkIssuesTest.java_42708c80d1fd8bb17aca54a35846aaa0d76be38d,98,11
392,6fffc8a4eb6c480a1ce771a58df1d54f783beb45/MkRepo.java_569cf4a9a2f7d5b02d9e5e4db1aeb6235860241f,169,24
393,6fffc8a4eb6c480a1ce771a58df1d54f783beb45/Repo.java_ea0284762c69827e7d03c2f9ae902aa2d5085fa3,191,22
394,6fffc8a4eb6c480a1ce771a58df1d54f783beb45/RtGithub.java_cc7ffd253a1d725a98ebd9966890a7403ad7fd3d,171,61
395,7f77325b2c8e07204134bc9adbd8bdab148161bc/RtGithubTest.java_96096e118a853e6ec1068934be337ef3af9cc816,191,3
396,7f77325b2c8e07204134bc9adbd8bdab148161bc/RtSearchPagination.java_b133b4c70ce7023228d51dacef288edc0117240e,350,97
397,854ff5d737a6777ac552370965e7d4231c36475c/MkRepo.java_569cf4a9a2f7d5b02d9e5e4db1aeb6235860241f,216,29
398,854ff5d737a6777ac552370965e7d4231c36475c/Repo.java_ea0284762c69827e7d03c2f9ae902aa2d5085fa3,236,24
399,854ff5d737a6777ac552370965e7d4231c36475c/RtRepo.java_834cf1d6444b04a4fdf95a9ca5a75ef0a01b9898,224,18
400,918e91bf95a5b98ff74cec4a554e7e874f543b21/RtGists.java_fa468590fd875d0e83dc672a26de43b4fd4e8f2e,136,44
401,918e91bf95a5b98ff74cec4a554e7e874f543b21/RtMarkdown.java_48703c41733cd76cad5700aa3759795f2a84f86b,125,46
402,918e91bf95a5b98ff74cec4a554e7e874f543b21/RtPulls.java_9810fe61fa91b58bbda508250cb55a03aabd3e52,135,49
403,991d697ee7a6ce3bbc7d709f3da43acb7f43bedc/Issue.java_29b46bd686b82948c02ec5461d95e9170196a26a,645,319
404,b753098546c4fce159d88e863277216c3ec2e845/MkReleasesTest.java_eee34f15165e806318e2c18ece76088dee7ab276,92,1
405,b753098546c4fce159d88e863277216c3ec2e845/RtReleasesTest.java_18d9f8e29880f50ae2422f75bafd4e62dcd12b2f,161,45
406,be9ccec194898e7c0fc78050548517d6e7cd9d66/MkRepo.java_569cf4a9a2f7d5b02d9e5e4db1aeb6235860241f,426,31
407,be9ccec194898e7c0fc78050548517d6e7cd9d66/MkRepoTest.java_37e509c262fbca23d8349b3262b69294fe2c3d4d,160,2
408,e4f4503dba611fc5d5361c8027be589ea5f15df8/MkRepoCommits.java_d4db6a25f02f2e40e7e90cb2b30f76a5b2ab746a,164,104
409,e4f4503dba611fc5d5361c8027be589ea5f15df8/MkRepoCommitsTest.java_38b1a648dc2e1ec417dca34bbb3aa75535e9bc10,85,10
410,f4affdd4a5156a57d45314b885055c04b17e46b9/MkRepo.java_569cf4a9a2f7d5b02d9e5e4db1aeb6235860241f,238,18
411,f4affdd4a5156a57d45314b885055c04b17e46b9/RtRepo.java_834cf1d6444b04a4fdf95a9ca5a75ef0a01b9898,251,18
412,3fbcd3b26d87dd029990e3a981835377f763eb46/HelloApplication.java_8819b7cee77f0f957159b8c165346e4c2c78891a,113,18
413,8049742cbfc2d1d64493426d068110d74ffe3767/CustomSuite.java_89a7bba2732d786676d128c0dc712f774528bbd4,277,311
414,d0d332cdc78fc471d12cc6d40385175c7343db0e/LaunchUtil.java_e6f23069daaaef3e585a2b6c06ec0d7edfcb8e79,555,237
415,6a7f1482e0efc67dc2aec767a81f2ecb122b50c9/MetricsResource.java_0eda98876f5f7253722cc38fcf7e95884f77bf56,1349,502
416,9729896dc767d951769f0a3ef3aebf78268097ce/QueryParser.java_af67b0789e6bec0764b9801b656a968f2e688c61,1513,399
417,f3f8ff878f47c14b6cc8c9bd5f3452b5473d17a1/CoreModule.java_da49ceedaecdc2a8b52a63f0cd905456aa7cbc1b,358,115
418,0589bc8b632da403ad2cdf04728d7bc07345fd44/AddOrUpdateIndexerCli.java_f8712b9fb3a9e0b1b3e7e45674318acd39832538,591,52
419,18fa6dd58979392700894bfc9aa66c51d2759a39/LocalMorphlineResultToSolrMapper.java_3eb632a7d6dd0811b28701d15688594b6c4c8d08,397,104
420,18fa6dd58979392700894bfc9aa66c51d2759a39/MorphlineResultToSolrMapperTest.java_47ecc80d14487d9f8c9aadf8a32b86f7ede1493b,362,81
421,69d7e0e323213027d45cd223ade94fab6b78f965/BufferedSolrInputDocumentWriter.java_77d8a4d79204b5685c26d53decb02b1b0866e9d5,140,24
422,69d7e0e323213027d45cd223ade94fab6b78f965/HBaseIndexerArgumentParser.java_213ae28db959165fa40a58878ae9a67a9027461d,615,479
423,69d7e0e323213027d45cd223ade94fab6b78f965/HBaseIndexerMapper.java_f94b850a9463fd21d2526da18e46f146a2c770b1,426,102
424,69d7e0e323213027d45cd223ade94fab6b78f965/Indexer.java_e082ae521bb950fdd260dd1edec959df8408f203,613,151
425,69d7e0e323213027d45cd223ade94fab6b78f965/IndexerDryRun.java_66eff9a5f927ecc5e9bc2ed16c6ad4ab8b3562c9,216,85
426,69d7e0e323213027d45cd223ade94fab6b78f965/IndexerSupervisor.java_ac4361c05ea3f6dfdceb3846674510f3ff78f35d,651,126
427,69d7e0e323213027d45cd223ade94fab6b78f965/MapReduceSolrInputDocumentWriter.java_47d1cd8cde921f6546dcf4ab7b352dfbae7ed406,77,13
428,0536ebda46c31e95aeb2dfef04496c79ed874dbc/AbstractAssert.java_a52ccaf580e358dce645b7d06b144cda66002279,207,80
429,0536ebda46c31e95aeb2dfef04496c79ed874dbc/AbstractBDDSoftAssertions.java_003e80816cd3c89de66179380d593b847fd506ab,141,119
430,0536ebda46c31e95aeb2dfef04496c79ed874dbc/AbstractFileAssert.java_042d472755c4db3dd74dbe24df1aadc45e4e8231,74,56
431,0536ebda46c31e95aeb2dfef04496c79ed874dbc/AbstractListAssert.java_c32c911d637e34a38119bc9e6f2419528e66b083,44,252
432,0536ebda46c31e95aeb2dfef04496c79ed874dbc/AbstractStandardSoftAssertions.java_187ffd1489a4fc050f3c17dd526f658731a2274e,136,105
433,0536ebda46c31e95aeb2dfef04496c79ed874dbc/BDDAssertions.java_964b3f2771d7d4aba35ecf0b65466b87f3b01648,56,109
434,0536ebda46c31e95aeb2dfef04496c79ed874dbc/BDDSoftAssertions.java_9e0af7c9332558dc3c5a5f0b08665eca88df20a6,57,55
435,0536ebda46c31e95aeb2dfef04496c79ed874dbc/IterableAssert_extracting_Test.java_a6aa14559498c0710a2d9935b323d85aff728483,296,302
436,0536ebda46c31e95aeb2dfef04496c79ed874dbc/JUnitBDDSoftAssertions.java_d5cf7d656159b86600dba53cdf94080a9813e1f3,40,38
437,0536ebda46c31e95aeb2dfef04496c79ed874dbc/JUnitSoftAssertions.java_4d6e428e7611f55f380702505ce2f665bd6f36b6,40,38
438,0536ebda46c31e95aeb2dfef04496c79ed874dbc/SoftAssertions.java_5ac17d28984f916129f96503de01dae0c7d6b9d2,58,59
439,21fe1d50f2ddb23f8b22cdb0c886099a489db77b/StandardRepresentation.java_71c356f04002df9bc64ba3319651e44e3d2b7b7c,305,153
440,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractAssert.java_a52ccaf580e358dce645b7d06b144cda66002279,207,26
441,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractBigDecimalAssert.java_a518bb4af418bd7097737f526252d4d056caa755,78,14
442,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractBigIntegerAssert.java_0f84bfe81c18220bdc472eb8abc4b68d062c240e,73,27
443,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractBooleanAssert.java_4f8aa3b19fd77587161853548a30184a03581c23,26,3
444,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractByteAssert.java_2fb74d76c566e8b7d7d3871f9ec5bf845020f631,72,6
445,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractCharSequenceAssert.java_398c3344485e34f35c26330467dbbd6b316b2777,77,26
446,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractCharacterAssert.java_143027971e7f6dfd5cb790d707481d64aab93f71,41,6
447,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractComparableAssert.java_c278f010dcb4946509d2c5a19472ab585d18c70b,65,6
448,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractDateAssert.java_ed826a93dbe1f67ade2ded47c8fe29d6989bba66,102,103
449,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractDoubleAssert.java_f54e59b65e6743adeaa2c603081d1dc8e4cbcd3f,113,12
450,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractFloatAssert.java_6198fe72a573a860e4fdfefacdc08b8f9b3b149e,112,12
451,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractIntegerAssert.java_d93a0950b61d964e8c473eef23488b2fc3405b28,76,6
452,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractListAssert.java_c32c911d637e34a38119bc9e6f2419528e66b083,163,44
453,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractLongAssert.java_838ac5c544385cf9ac168d5958c7afea4d9625f7,72,6
454,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractMapAssert.java_7c73cc2ad9b8e4e331840ef96ba0189cbc5220af,212,65
455,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractShortAssert.java_462d4f77f0d44558a3d1e6c41981f0875f4d3d98,72,6
456,239461d2e1692eef909db34ccbbd3bca74aac67b/AbstractTest_ComparatorBasedComparisonStrategy.java_ee1df3b0d26a598acc6ab2409fc6d514e5d5c25f,25,13
457,239461d2e1692eef909db34ccbbd3bca74aac67b/Assert.java_8c786c161e9626622b1aa3c36e340704775f9bee,23,7
458,239461d2e1692eef909db34ccbbd3bca74aac67b/AtomicBooleanAssert.java_f6e660b7d436c7d0c7bfab793b0af8567e599f1c,28,7
459,239461d2e1692eef909db34ccbbd3bca74aac67b/AtomicIntegerAssert.java_d8d2752110f0a9a79c39406b474be5e4f0e574e3,35,27
460,239461d2e1692eef909db34ccbbd3bca74aac67b/AtomicLongAssert.java_7a204c59b6ec6e376ba4f3fe60b47c2ccbbf144e,35,27
461,239461d2e1692eef909db34ccbbd3bca74aac67b/ComparatorBasedComparisonStrategy.java_f66044cc83906dd040f8e35036b8c8d48c1ea008,121,17
462,239461d2e1692eef909db34ccbbd3bca74aac67b/ComparatorBasedComparisonStrategy_toString_Test.java_b79b55deb4cb90acd628eb71d5dff77a2814a9eb,43,7
463,239461d2e1692eef909db34ccbbd3bca74aac67b/IterableAssert_extracting_Test.java_a6aa14559498c0710a2d9935b323d85aff728483,353,47
464,239461d2e1692eef909db34ccbbd3bca74aac67b/IterableAssert_flatExtracting_Test.java_04b37bb160d7acf26443b1ef3027a41b67bb603d,106,21
465,239461d2e1692eef909db34ccbbd3bca74aac67b/ObjectArrayAssert_flatExtracting_Test.java_82c5c9ea2d066edfc82bf0b0320146cb1caaa375,86,15
466,239461d2e1692eef909db34ccbbd3bca74aac67b/ShouldBeEqualByComparingFieldByFieldRecursively_create_Test.java_5dfab1268119fb78973284a687395787ea189458,122,58
467,239461d2e1692eef909db34ccbbd3bca74aac67b/StandardRepresentation_iterable_format_Test.java_e142189f4d486d488c3842216c245791334e46f2,70,39
468,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/AbstractMapAssert.java_7c73cc2ad9b8e4e331840ef96ba0189cbc5220af,251,108
469,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/AbstractThrowableAssert.java_fea169c5ef47c3ad0adfa53fdec8e70c89acad3d,26,52
470,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/MapAssert.java_01aec14a0d940fac7ceade6c5379ba9308b793c8,66,8
471,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/Map_special_assertion_methods_in_assumptions_Test.java_6c77f73b65842b4789c947c764a04bdeb493571e,86,81
472,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/SoftAssertionsTest.java_eb14961b642579b0d81aab82df7db09eaac325a5,1552,116
473,30d3049359fc8a4cbd2932bebc3b238a7338b8ca/Throwables.java_8423d5dbf7dde933aa0ff3db906420c5baeefe81,117,36
474,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AbstractBigDecimalAssert.java_a518bb4af418bd7097737f526252d4d056caa755,68,44
475,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AbstractFloatAssert.java_6198fe72a573a860e4fdfefacdc08b8f9b3b149e,108,72
476,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AbstractIterableAssert.java_290aedf39f73f6f6101bf4249285feec792a0a2a,512,354
477,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AbstractMapAssert.java_7c73cc2ad9b8e4e331840ef96ba0189cbc5220af,214,77
478,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,368,259
479,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/Assertions.java_c4a7333876249448263dd1ec9a30ba881b551fe0,672,494
480,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AtomicIntegerAssert.java_d8d2752110f0a9a79c39406b474be5e4f0e574e3,31,42
481,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AtomicLongAssert.java_7a204c59b6ec6e376ba4f3fe60b47c2ccbbf144e,31,42
482,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/AtomicReferenceArrayAssert.java_d8c38ee0734345ac504db35cd01d92d9bd4d1272,357,249
483,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/Comparables.java_3f0697dd92ba75fd6654d57b109a8eeba1432f6b,121,57
484,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/Java6Assertions.java_733ebb2cb63d29ae35e4d21a8555038541659254,273,449
485,65f1cdecb7e14bd9968b2b710b4f7b5e1e6d165f/Numbers.java_d7a9adfaaed58f19530531c2b3fabbcce2df2581,67,41
486,74baae279d3574b916ef068af9b58f5990750027/AbstractMapAssert.java_7c73cc2ad9b8e4e331840ef96ba0189cbc5220af,197,33
487,74baae279d3574b916ef068af9b58f5990750027/AbstractObjectAssert.java_4d4f93732ec60c37d4495a539e40290c3d6d6f9c,58,20
488,87fb5872665ad8d1c72f7d76c278bd7e8af5e762/AbstractIterableAssert.java_290aedf39f73f6f6101bf4249285feec792a0a2a,371,156
489,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/AbstractFileAssert.java_042d472755c4db3dd74dbe24df1aadc45e4e8231,40,56
490,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/AbstractIterableAssert.java_290aedf39f73f6f6101bf4249285feec792a0a2a,369,157
491,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,258,80
492,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/AbstractObjectAssert.java_4d4f93732ec60c37d4495a539e40290c3d6d6f9c,50,57
493,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/Assert.java_8c786c161e9626622b1aa3c36e340704775f9bee,25,48
494,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/AtomicReferenceArrayAssert.java_d8c38ee0734345ac504db35cd01d92d9bd4d1272,244,34
495,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/Introspection.java_5dc553d2386460bcc4bbca86e5d557886e7dfe90,26,13
496,97b9e58794780f7dce0c49796e5db7ae2b95e7a6/Throwables.java_f57a67abbbd20026ae8044c6e340351671bcd224,39,12
497,a8fc94a18ac7ef945be301d5cc8eb3041d43ee59/ObjectArrayAssert.java_e662cc7b3c75f3094d4eb00858b6ab97410b0efc,37,39
498,b36e8eaedb5eff543436358200741fa9ce3d47bd/AbstractIterableAssert.java_290aedf39f73f6f6101bf4249285feec792a0a2a,375,177
499,b36e8eaedb5eff543436358200741fa9ce3d47bd/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,264,125
500,b36e8eaedb5eff543436358200741fa9ce3d47bd/AbstractObjectAssert.java_4d4f93732ec60c37d4495a539e40290c3d6d6f9c,58,99
501,b36e8eaedb5eff543436358200741fa9ce3d47bd/BDDAssertions.java_964b3f2771d7d4aba35ecf0b65466b87f3b01648,220,100
502,b36e8eaedb5eff543436358200741fa9ce3d47bd/IterableAssert.java_07a31ad675b75850ac51a80cde349469cf7ce1cc,124,31
503,c85be7b3c81624c9ada99251b31ec677cbd338a6/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,264,93
504,c85be7b3c81624c9ada99251b31ec677cbd338a6/ObjectEnumerableAssert.java_0d4de046d23e7a2e7a4aca566977564cee4868cc,43,213
505,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractAssert.java_a52ccaf580e358dce645b7d06b144cda66002279,178,41
506,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractFileAssert.java_042d472755c4db3dd74dbe24df1aadc45e4e8231,38,19
507,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractMapAssert.java_7c73cc2ad9b8e4e331840ef96ba0189cbc5220af,186,66
508,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,264,148
509,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractObjectAssert.java_4d4f93732ec60c37d4495a539e40290c3d6d6f9c,50,35
510,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/AbstractPathAssert.java_f2976fb1cade01cd7e37846e2c13abeb14dc4c8f,138,126
511,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/Assert.java_8c786c161e9626622b1aa3c36e340704775f9bee,27,63
512,d7469cb5dabe8820a797fbb1fb8f7358aa120ff9/ObjectEnumerableAssert.java_0d4de046d23e7a2e7a4aca566977564cee4868cc,49,210
513,eefd0397186144275d235d7a27506d71475c6e2b/AbstractIterableAssert.java_290aedf39f73f6f6101bf4249285feec792a0a2a,488,209
514,eefd0397186144275d235d7a27506d71475c6e2b/AbstractObjectArrayAssert.java_0a380d4b46cedd41a5a340096f991fea62a10d77,439,78
515,eefd0397186144275d235d7a27506d71475c6e2b/AtomicReferenceArrayAssert.java_d8c38ee0734345ac504db35cd01d92d9bd4d1272,453,44
516,eefd0397186144275d235d7a27506d71475c6e2b/BDDAssertions.java_964b3f2771d7d4aba35ecf0b65466b87f3b01648,272,89
517,eefd0397186144275d235d7a27506d71475c6e2b/BDDSoftAssertionsTest.java_8c8f96564f55c68e499074e4846c34885c0de2d8,159,170
518,eefd0397186144275d235d7a27506d71475c6e2b/Iterables.java_3f412b9cc07fc76865973f7675203f9fe424f103,355,46
519,eefd0397186144275d235d7a27506d71475c6e2b/Java6AbstractBDDSoftAssertions.java_871e4bd408e2856b565984ec9b7cd183899907c4,203,7
520,eefd0397186144275d235d7a27506d71475c6e2b/Java6AbstractStandardSoftAssertions.java_a62fec266edf6a108ab842017dc247bfad59d8cb,201,7
521,eefd0397186144275d235d7a27506d71475c6e2b/Java6BDDAssertions.java_f82c9f3a5405595aba8790dad2054eb6e7c67573,216,31
522,eefd0397186144275d235d7a27506d71475c6e2b/ObjectEnumerableAssert.java_0d4de046d23e7a2e7a4aca566977564cee4868cc,151,171
523,eefd0397186144275d235d7a27506d71475c6e2b/SoftAssertionsTest.java_eb14961b642579b0d81aab82df7db09eaac325a5,588,280
524,fd2d28492a5a003607c46fab2058a21c4f798b4b/AbstractAssert.java_a52ccaf580e358dce645b7d06b144cda66002279,180,57
525,fd2d28492a5a003607c46fab2058a21c4f798b4b/Assertions.java_c4a7333876249448263dd1ec9a30ba881b551fe0,380,119
526,fd2d28492a5a003607c46fab2058a21c4f798b4b/Tuple.java_d7b2c50de8676a58d18fdc1aed33b157f49fbd68,60,28
527,fd2d28492a5a003607c46fab2058a21c4f798b4b/WritableAssertionInfo.java_1eaf6a1f03e64b5a83fddf139625c4b43fea1990,32,16
528,392425da44f9f566934400f85bfa70dbd57e1e4a/GenerateSourcesMojo.java_f20d3108635b2c2ac7bd0687d74ccdc3abd4908c,1152,470
529,392425da44f9f566934400f85bfa70dbd57e1e4a/MakefileHelper.java_3e561c76947d68ab12771e3458df6efcfc03aafe,652,162
530,5af7895e585b4762e5a37f94de243e41bceb1dc6/GenerateSourcesMojo.java_f20d3108635b2c2ac7bd0687d74ccdc3abd4908c,1363,559
531,6642490c3b6e27914abeec30589766df01de9a66/ApkMojo.java_6ff547fc6111f3f8ee7213540b9f5d86c39bc7b6,985,170
532,71eb6a7257d48f4a3b22bc88630040417e88c67f/AbstractAndroidMojo.java_dd1e86108deec4342a862764db505352ed9f4c4a,860,131
533,8693a8869e10b4c2ee57f6f2afdf26271cf38910/ApklibMojo.java_e42b1bb9b1cb55cd2b70811e13cd7fcf94940fe2,506,143
534,c701dad63acb59edbc6fc28f0c5e0d54c18a0a77/AndroidSdkTest.java_15d96228aabd721923db4bd49bbfea0a15ffaf1e,171,11
535,c701dad63acb59edbc6fc28f0c5e0d54c18a0a77/GenerateSourcesMojo.java_f20d3108635b2c2ac7bd0687d74ccdc3abd4908c,832,215
536,cb084abac6195936f1b4909b6cdf02171c732b57/GenerateSourcesMojo.java_0e71caaac99ae0c8d5a7207da249b4ffeee8d144,1593,233
537,d0f2b7cfeea4b187211cacb0f437af7d3a1ebfcb/AbstractAndroidMojo.java_dd1e86108deec4342a862764db505352ed9f4c4a,1375,173
538,e18df5afa352e1e72f30441695ef609b976ae794/AbstractAndroidMojo.java_dd1e86108deec4342a862764db505352ed9f4c4a,1383,145
539,7c666d27b9af78bbcf8254bd8bbcf48035ff4fe4/AnnotationProcessor.java_ff82d5ac962e9f8de9a8454533e80c369d7f9104,1305,277
540,9de2837598fb073231c07b74c8af4e86b23e7646/AnnotationProcessor.java_ff82d5ac962e9f8de9a8454533e80c369d7f9104,863,189
541,0cd3dfc93664a7a09c78d2a1c98feaa352d34505/ScalaMojoSupport.java_dc7f4460fdb6360e040946c3f51bff27dc52a8c3,514,47
542,0e3c800243ff2992aae53475ca939979206afc60/ScalaMojoSupport.java_dc7f4460fdb6360e040946c3f51bff27dc52a8c3,539,60
543,1b11e9e5226bd8919b906df9582b33e9db59db7e/ScalaMojoSupport.java_dc7f4460fdb6360e040946c3f51bff27dc52a8c3,512,28
544,2116bb65fa84f7474c6f0d65e91c34e2b0b756fa/ScalaDocJarMojo.java_0285d010e9f1403914b3d108c15d634cfb9b34d9,86,51
545,333edc0dba04f92efe69f3cea8736eae973c7b02/ScalaCompileMojo.java_0a7eb8f6315bb0903ecc993d14904759cfa5a53c,73,10
546,333edc0dba04f92efe69f3cea8736eae973c7b02/ScalaMojoSupport.java_403fa914d0002afa5883385da523f1b80fa9f8fa,819,36
547,35018da6c4bb9352969da3d48300a13294275dd9/ScalaCompilerSupport.java_eab8efd95dab9cbaf0e29dabfc1e5d5fc649b106,469,71
548,4ca551aa92d2ca52362d8dbe11354efc11bc7b8c/ScalaCompilerSupport.java_eab8efd95dab9cbaf0e29dabfc1e5d5fc649b106,466,78
549,4ca551aa92d2ca52362d8dbe11354efc11bc7b8c/ScalaDocMojo.java_b1457f29d1292b5f5eae185cd487f0ad6644de2a,526,75
550,ee4bc8f5189986da2f5db4961e9093bcf60ca238/ScalaCompilerSupport.java_69642a452a4d946f8228a9d4415acaed7cc28e9e,249,147
551,ee4bc8f5189986da2f5db4961e9093bcf60ca238/ScalaConsoleMojo.java_19c626f6867d345c2a4e2eb57149c7bfac00b6b2,80,25
552,1130c9261b179f0efdf49badba9554d1c9d63822/JarDiff.java_7c2a90b850d280da324b6a7812c61b194390ca68,596,147
553,ade3590599541b9411033e875a2b383141c17e33/Version.java_83f8ca52b2a1bcc06f8e234b7b7535e29581928f,276,48
554,4381192edf7ca1b6682b3b181ec0eaa872de2ea7/ItemRepository.java_cd0c2c769d23628adf22b105ef7f120bc8bf364d,264,56
555,4381192edf7ca1b6682b3b181ec0eaa872de2ea7/ItemRepositoryTest.java_e8f3df1fea5213048d18b077797d155faac764ac,226,36
556,619ef14c5c275b28bb1e5eb61cb06d2b0571c886/Player.java_f5f4206938b55efba3204a41f0648d18301aa53b,696,141
557,7deca2169f09a5cc2f3701736396132d5f36f2a2/ConversationManager.java_eaaedbfdcac3423aa4022c8bf2083ed363d5ebcc,265,24
558,963d18a68cf78bc37388a3423b9a912aca052284/Player.java_f5f4206938b55efba3204a41f0648d18301aa53b,786,78
559,9ce4a7106cb271c5b47f4d5a7fadf9688989af94/CommandCollection.java_cc9a4b64577c34c0125400e9d66d074cc3658602,343,63
560,cd8d256334ab1f08a83b6881dd0b57a4ce523a3f/CommandCollection.java_cc9a4b64577c34c0125400e9d66d074cc3658602,473,101
561,cd8d256334ab1f08a83b6881dd0b57a4ce523a3f/Entity.java_9df70d0a9792485331bb27594188982da37dffb7,481,108
562,cd8d256334ab1f08a83b6881dd0b57a4ce523a3f/Location.java_e372abea82da2019a62b857ee6b80490f3310d43,284,28
563,cd8d256334ab1f08a83b6881dd0b57a4ce523a3f/Player.java_f5f4206938b55efba3204a41f0648d18301aa53b,697,141
564,d4407d1e7708eea409d96d64ec87fba94603fa8e/ItemRepository.java_cd0c2c769d23628adf22b105ef7f120bc8bf364d,268,56
565,d62cfd35b982bbee944427a566844a30fade2ad2/BattleMenu.java_91170631ecc90fe1ddffd5b1a9ac527e56034c34,473,167
566,e28401af8516440716e8fe5e70ce6dcf872731ea/CommandParser.java_0c78c485e5319325da4a8aaefde9b53c07770156,154,29
567,e8b11ca368df8693d0b058270762a3baaec76605/LocationManager.java_db4b076fbb180db5c1cb6593f6814e7b2cfabc15,224,36
568,e8b11ca368df8693d0b058270762a3baaec76605/Player.java_f5f4206938b55efba3204a41f0648d18301aa53b,715,91
569,e8b11ca368df8693d0b058270762a3baaec76605/PlayerTest.java_1a9d883d7e297eaed720b11e73eb6ccd5dee2a87,68,16
570,0bb611260edd81b33f0fc6b54a98fa98daf754fa/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,2961,800
571,193357db1f3d8c56d20c921f4cb9d255cc09f72a/DefaultDockerClientTest.java_ffc66fde4316ce15d22cf18381d43d9b676c1543,1288,129
